ID,Time,Longitude,Latitude,Status
22704,00:00:08,114.039398,22.516899,0
22704,00:00:38,114.041702,22.5208,0
22704,00:01:38,114.041702,22.520901,0
22704,00:02:08,114.041801,22.520901,0
22704,00:03:09,114.038101,22.5235,0
22704,00:03:39,114.038101,22.5235,0
22704,00:04:39,114.035896,22.5247,0
22704,00:05:39,114.032997,22.526199,0
22704,00:06:09,114.032898,22.5263,0
22704,00:06:39,114.029701,22.5282,0
22704,00:07:09,114.025803,22.530701,0
22704,00:07:39,114.021301,22.532301,0
22704,00:09:09,114.004402,22.530001,0
22704,00:09:39,113.998299,22.5296,0
22704,00:10:09,113.993301,22.526899,0
22704,00:11:39,113.975502,22.523001,0
22704,00:12:09,113.9692,22.523001,0
22704,00:12:39,113.963097,22.523001,0
22704,00:13:09,113.956802,22.5233,0
22704,00:14:39,113.937698,22.524599,0
22704,00:15:09,113.931702,22.524799,0
22704,00:15:39,113.927498,22.525299,0
22704,00:16:09,113.9245,22.527599,0
22704,00:17:09,113.927101,22.5355,0
22704,00:18:43,113.916397,22.535601,0
22704,00:18:51,113.916397,22.535601,0
22704,00:20:11,113.914398,22.5355,0
22704,00:21:10,113.9104,22.536699,0
22704,00:22:10,113.910103,22.5427,0
22704,00:22:40,113.910103,22.5427,0
22704,00:23:10,113.910103,22.5427,0
22704,00:23:19,113.910103,22.5427,0
22704,00:23:49,113.910004,22.5439,0
22704,00:24:19,113.9132,22.5439,0
22704,00:25:19,113.915398,22.541401,0
22704,00:25:49,113.915001,22.539301,0
22704,00:26:49,113.912598,22.5392,0
22704,00:27:19,113.911201,22.539499,0
22704,00:27:49,113.910103,22.541599,0
22704,00:28:19,113.910004,22.5441,0
22704,00:28:49,113.910004,22.5441,0
22704,00:29:19,113.909798,22.545,0
22704,00:31:19,113.902496,22.558901,0
22704,00:31:49,113.898804,22.5618,0
22704,00:33:00,113.898201,22.562201,0
22704,00:34:00,113.895203,22.564501,0
22704,00:34:30,113.892799,22.567499,0
22704,00:35:00,113.894096,22.565201,0
22704,00:36:00,113.894699,22.564501,0
22704,00:37:00,113.892899,22.561001,0
22704,00:38:00,113.889999,22.563299,0
22704,00:38:30,113.889702,22.5634,0
22704,00:39:00,113.889999,22.563299,0
22704,00:39:29,113.889999,22.5632,0
22704,00:40:59,113.895302,22.5632,0
22704,00:41:29,113.896896,22.5627,0
22704,00:41:59,113.900101,22.560499,0
22704,00:42:30,113.903801,22.557199,0
22704,00:43:00,113.905098,22.5541,0
22704,00:43:30,113.907997,22.5513,0
22704,00:44:00,113.909599,22.5466,0
22704,00:44:31,113.909798,22.545099,0
22704,00:45:01,113.911697,22.544399,0
22704,00:46:01,113.9151,22.540701,0
22704,00:46:31,113.914703,22.5373,0
22704,00:47:01,113.9142,22.5343,0
22704,00:47:31,113.913696,22.531099,0
22704,00:48:01,113.914497,22.527599,0
22704,00:48:31,113.914497,22.527,0
22704,00:50:01,113.914497,22.526899,0
22704,00:50:31,113.9161,22.5273,0
22704,00:51:01,113.915199,22.527,0
22704,00:51:31,113.914597,22.5284,0
22704,00:52:01,113.913803,22.531099,0
22704,00:52:31,113.915901,22.5313,0
