ID,Time,Longitude,Latitude,Status
22397,00:00:02,114.035553,22.541634,1
22397,00:00:32,114.031136,22.540882,1
22397,00:01:02,114.025932,22.539967,1
22397,00:01:32,114.020615,22.539217,1
22397,00:02:02,114.014847,22.538233,1
22397,00:02:32,114.012718,22.53775,1
22397,00:03:02,114.00782,22.536917,1
22397,00:03:32,114.003784,22.536266,1
22397,00:04:02,114.000832,22.535717,1
22397,00:04:32,113.995819,22.534933,1
22397,00:05:02,113.989998,22.535784,1
22397,00:05:32,113.984482,22.536449,1
22397,00:06:02,113.982201,22.536467,1
22397,00:06:32,113.979149,22.536533,1
22397,00:07:02,113.974747,22.53775,1
22397,00:07:32,113.971802,22.539118,1
22397,00:08:02,113.971733,22.539049,1
22397,00:09:19,113.968582,22.541201,0
22397,00:09:34,113.968414,22.540916,0
22397,00:09:49,113.968384,22.540632,0
22397,00:10:04,113.968399,22.540333,0
22397,00:10:19,113.96843,22.5401,0
22397,00:10:34,113.968513,22.539917,0
22397,00:10:50,113.968498,22.53985,0
22397,00:10:50,113.968498,22.53985,1
22397,00:11:20,113.967201,22.540701,1
22397,00:11:50,113.96402,22.542049,1
22397,00:12:20,113.960831,22.542982,1
22397,00:12:50,113.965202,22.541283,1
22397,00:13:20,113.970619,22.539301,1
22397,00:13:50,113.971283,22.539083,1
22397,00:14:20,113.975685,22.537117,1
22397,00:14:50,113.981049,22.536301,1
22397,00:15:52,113.981003,22.537001,0
22397,00:16:07,113.980919,22.5371,0
22397,00:16:22,113.980919,22.53705,0
22397,00:16:37,113.981003,22.536934,0
22397,00:16:53,113.981133,22.536983,0
22397,00:17:08,113.982033,22.537033,0
22397,00:17:23,113.9823,22.537666,0
22397,00:17:38,113.982452,22.539167,0
22397,00:17:53,113.981918,22.539467,0
22397,00:18:08,113.980682,22.539499,0
22397,00:18:23,113.978966,22.539583,0
22397,00:18:38,113.977936,22.540466,0
22397,00:18:53,113.976265,22.541451,0
22397,00:19:08,113.974403,22.5411,0
22397,00:19:23,113.97377,22.540833,0
22397,00:19:38,113.972954,22.540518,0
22397,00:19:53,113.971786,22.540051,0
22397,00:20:08,113.971352,22.53965,0
22397,00:20:23,113.971367,22.539833,0
22397,00:20:38,113.971382,22.539883,0
22397,00:20:53,113.971367,22.539883,0
22397,00:21:08,113.970154,22.539949,0
22397,00:21:23,113.968834,22.540367,0
22397,00:21:38,113.968719,22.54035,0
22397,00:21:53,113.96862,22.540367,0
22397,00:22:08,113.968353,22.54035,0
22397,00:22:23,113.968231,22.540449,0
22397,00:22:38,113.968002,22.540417,0
22397,00:22:53,113.96772,22.540483,0
22397,00:23:08,113.967049,22.540533,0
22397,00:23:23,113.96685,22.540567,0
22397,00:23:38,113.96682,22.540583,0
22397,00:23:53,113.96682,22.540583,0
22397,00:24:08,113.966347,22.540783,0
22397,00:24:23,113.965836,22.541183,0
22397,00:24:38,113.964935,22.541616,0
22397,00:24:53,113.963997,22.542084,0
22397,00:25:08,113.963669,22.542217,0
22397,00:25:23,113.963669,22.542233,0
22397,00:25:38,113.96273,22.542583,0
22397,00:25:53,113.961082,22.543068,0
22397,00:26:23,113.959831,22.54315,0
22397,00:26:38,113.961151,22.542667,0
22397,00:26:53,113.962013,22.542017,0
22397,00:27:08,113.961983,22.541567,0
22397,00:27:23,113.961769,22.541117,0
22397,00:27:38,113.961983,22.539667,0
22397,00:27:53,113.961952,22.53945,0
22397,00:28:08,113.961853,22.538651,0
22397,00:28:23,113.962036,22.537968,0
22397,00:28:38,113.96225,22.537317,0
22397,00:31:38,113.96212,22.532749,0
22397,00:31:54,113.962097,22.531151,0
22397,00:32:09,113.961082,22.531067,0
22397,00:32:24,113.960182,22.531099,0
22397,00:32:39,113.960236,22.531017,0
22397,00:32:54,113.961548,22.531,0
22397,00:33:09,113.962433,22.531317,0
22397,00:33:24,113.962265,22.533016,0
22397,00:33:39,113.962814,22.5334,0
22397,00:33:54,113.964836,22.532734,0
22397,00:34:09,113.966721,22.532084,0
22397,00:34:24,113.968987,22.531233,0
22397,00:34:39,113.969185,22.531151,0
22397,00:34:54,113.969254,22.531116,0
22397,00:35:09,113.970718,22.5306,0
22397,00:35:24,113.973198,22.529716,0
22397,00:35:39,113.975716,22.528816,0
22397,00:35:54,113.977516,22.528282,0
22397,00:36:09,113.977486,22.528316,0
22397,00:36:25,113.977684,22.528282,0
22397,00:36:40,113.97963,22.528517,0
22397,00:36:55,113.982719,22.529051,0
22397,00:37:10,113.984985,22.529333,0
22397,00:37:25,113.986954,22.529716,0
22397,00:37:40,113.987503,22.529583,0
22397,00:37:55,113.987701,22.528316,0
22397,00:38:10,113.987869,22.5271,0
22397,00:38:25,113.987831,22.527082,0
22397,00:38:40,113.987831,22.527149,0
22397,00:38:55,113.987831,22.527082,0
22397,00:39:10,113.987846,22.527067,0
22397,00:39:25,113.987785,22.5271,0
22397,00:39:40,113.987717,22.527082,0
22397,00:39:55,113.987816,22.527033,0
22397,00:40:10,113.98793,22.527067,0
22397,00:40:25,113.987915,22.527117,0
22397,00:40:41,113.987816,22.527651,0
22397,00:40:56,113.987717,22.528267,0
22397,00:41:11,113.987785,22.528316,0
22397,00:41:26,113.987633,22.528267,0
22397,00:41:41,113.987663,22.528299,0
22397,00:41:42,113.987663,22.528334,1
22397,00:42:12,113.987846,22.529882,1
22397,00:42:42,113.99247,22.530817,1
22397,00:43:12,113.993866,22.527483,1
22397,00:43:42,113.992798,22.525917,1
22397,00:44:12,113.996399,22.52865,1
22397,00:44:42,114.002502,22.53005,1
22397,00:45:12,114.008919,22.529633,1
22397,00:45:42,114.01532,22.531,1
22397,00:46:12,114.020485,22.532167,1
22397,00:46:42,114.026535,22.530968,1
22397,00:47:12,114.032784,22.530117,1
22397,00:47:42,114.03933,22.530783,1
22397,00:48:12,114.04567,22.531366,1
22397,00:48:42,114.051903,22.53145,1
22397,00:49:12,114.05835,22.531567,1
22397,00:49:42,114.064751,22.531683,1
22397,00:52:12,114.089447,22.537718,1
22397,00:52:42,114.095703,22.537983,1
22397,00:53:12,114.101318,22.538082,1
22397,00:53:42,114.105064,22.537666,1
22397,00:54:12,114.106819,22.541117,1
22397,00:54:42,114.109436,22.541718,1
22397,00:55:12,114.11322,22.542383,1
22397,00:55:42,114.113518,22.542334,1
22397,00:56:41,114.11512,22.542883,0
22397,00:56:56,114.115234,22.542982,0
22397,00:57:11,114.114883,22.542917,0
22397,00:57:26,114.114349,22.54245,0
22397,00:57:41,114.114685,22.542583,0
22397,00:57:56,114.114952,22.542868,0
22397,00:58:11,114.114983,22.542967,0
22397,00:58:12,114.114967,22.542967,1
22397,00:58:42,114.114334,22.542618,1
22397,00:59:12,114.113831,22.5431,1
22397,00:59:42,114.1138,22.545601,1
22397,01:00:12,114.113098,22.545334,1
22397,01:01:12,114.110466,22.546568,1
22397,01:01:42,114.110268,22.549749,1
22397,01:02:12,114.109779,22.554234,1
22397,01:02:42,114.111916,22.558767,1
22397,01:03:12,114.112015,22.563383,1
22397,01:03:42,114.112747,22.569183,1
22397,01:04:12,114.114037,22.574133,1
22397,01:04:42,114.114067,22.5776,1
22397,01:05:12,114.111267,22.576717,1
22397,01:05:42,114.107086,22.575184,1
22397,01:06:12,114.102936,22.572651,1
22397,01:07:45,114.094986,22.569599,0
22397,01:07:59,114.094849,22.569468,0
22397,01:08:15,114.09478,22.5695,0
22397,01:08:30,114.094398,22.569983,0
22397,01:08:45,114.09375,22.570049,0
22397,01:08:59,114.093231,22.570133,0
22397,01:09:15,114.092979,22.570284,0
22397,01:09:30,114.092598,22.57015,0
22397,01:09:45,114.09153,22.569633,0
22397,01:09:59,114.09108,22.569233,0
22397,01:10:15,114.091454,22.567932,0
22397,01:10:30,114.090797,22.567682,0
22397,01:10:45,114.089584,22.5672,0
22397,01:10:59,114.087669,22.566683,0
22397,01:11:15,114.085869,22.565117,0
22397,01:11:30,114.084549,22.563168,0
22397,01:11:45,114.083336,22.561367,0
22397,01:11:59,114.082047,22.559633,0
22397,01:12:15,114.080437,22.558416,0
22397,01:12:30,114.078064,22.558317,0
22397,01:12:45,114.075714,22.558233,0
22397,01:12:59,114.073235,22.558167,0
22397,01:13:15,114.070831,22.558132,0
22397,01:13:30,114.070419,22.558001,0
22397,01:13:45,114.071617,22.558033,0
22397,01:13:59,114.072334,22.558033,0
22397,01:14:15,114.073898,22.558033,0
22397,01:14:30,114.073883,22.558018,0
22397,01:14:45,114.073853,22.558018,0
22397,01:14:59,114.073814,22.558033,0
22397,01:15:15,114.073853,22.558018,0
22397,01:15:30,114.073868,22.558001,0
22397,01:15:45,114.073853,22.558018,0
22397,01:15:59,114.07383,22.558083,0
22397,01:16:15,114.073868,22.558067,0
22397,01:16:30,114.073868,22.558067,0
22397,01:16:46,114.073898,22.558033,0
22397,01:17:01,114.073898,22.558018,0
22397,01:17:16,114.073883,22.55805,0
22397,01:17:31,114.073868,22.55805,0
22397,01:17:46,114.073868,22.558067,0
22397,01:18:01,114.073868,22.55805,0
22397,01:18:16,114.073914,22.558018,0
22397,01:18:31,114.073898,22.558018,0
22397,01:18:46,114.073898,22.558018,0
22397,01:19:01,114.073914,22.558033,0
22397,01:19:16,114.073936,22.558067,0
22397,01:19:31,114.073936,22.558083,0
22397,01:19:46,114.073952,22.558067,0
22397,01:20:01,114.073936,22.558033,0
22397,01:20:16,114.073914,22.558033,0
22397,01:20:31,114.073914,22.558033,0
22397,01:20:46,114.073914,22.55805,0
22397,01:21:01,114.073898,22.558067,0
22397,01:21:16,114.073883,22.55805,0
22397,01:21:31,114.073868,22.55805,0
22397,01:21:46,114.073883,22.558067,0
22397,01:22:01,114.073898,22.558067,0
22397,01:22:16,114.073868,22.558067,0
22397,01:22:31,114.073853,22.55805,0
22397,01:22:46,114.073898,22.55805,0
22397,01:23:01,114.073898,22.55805,0
22397,01:23:16,114.073883,22.55805,0
22397,01:23:31,114.073868,22.55805,0
22397,01:23:46,114.073883,22.558033,0
22397,01:24:01,114.073883,22.558018,0
22397,01:24:16,114.073868,22.558033,0
22397,01:24:31,114.073883,22.558033,0
22397,01:24:46,114.073898,22.558033,0
22397,01:25:01,114.073883,22.55805,0
22397,01:25:16,114.073914,22.558067,0
22397,01:25:31,114.073914,22.55805,0
22397,01:25:46,114.073898,22.558033,0
22397,01:26:01,114.073898,22.558033,0
22397,01:26:16,114.073898,22.558033,0
22397,01:26:31,114.073898,22.558001,0
22397,01:26:48,114.073898,22.558018,0
22397,01:27:03,114.073898,22.558018,0
22397,01:27:18,114.073898,22.558033,0
22397,01:27:33,114.074181,22.558083,0
22397,01:27:48,114.075302,22.5581,0
22397,01:28:03,114.076965,22.558132,0
22397,01:28:18,114.078682,22.558149,0
22397,01:28:33,114.080551,22.558083,0
22397,01:28:48,114.080414,22.557217,0
22397,01:29:03,114.081383,22.556583,0
22397,01:29:18,114.081436,22.555033,0
22397,01:29:33,114.081451,22.554117,0
22397,01:29:48,114.081497,22.554167,0
22397,01:30:33,114.08168,22.552467,0
22397,01:30:48,114.081833,22.552,0
22397,01:31:03,114.081802,22.55195,0
22397,01:31:18,114.081734,22.551901,0
22397,01:31:33,114.081818,22.551983,0
22397,01:31:48,114.081886,22.551867,0
22397,01:32:03,114.083351,22.551634,0
22397,01:32:18,114.085281,22.551701,0
22397,01:32:33,114.087402,22.551718,0
22397,01:32:48,114.087852,22.551001,0
22397,01:33:03,114.087883,22.54965,0
22397,01:33:18,114.087883,22.5495,0
22397,01:33:33,114.087868,22.549334,0
22397,01:33:48,114.0877,22.5492,0
22397,01:34:03,114.087517,22.549168,0
22397,01:34:18,114.087433,22.549232,0
22397,01:34:33,114.087402,22.54925,0
22397,01:34:48,114.087547,22.549299,0
22397,01:35:03,114.087616,22.549433,0
22397,01:35:18,114.087631,22.549583,0
22397,01:35:33,114.087547,22.549633,0
22397,01:35:42,114.087418,22.549601,1
22397,01:36:12,114.086746,22.548599,1
22397,01:36:42,114.087883,22.549116,1
22397,01:37:12,114.08773,22.551317,1
22397,01:37:42,114.087769,22.551567,1
22397,01:38:12,114.086334,22.552032,1
22397,01:38:42,114.08477,22.554684,1
22397,01:39:12,114.084114,22.556217,1
22397,01:39:42,114.081314,22.556618,1
22397,01:40:12,114.08242,22.559401,1
22397,01:40:42,114.084564,22.562901,1
22397,01:41:12,114.087799,22.566467,1
22397,01:41:42,114.092384,22.567617,1
22397,01:42:12,114.096802,22.568817,1
22397,01:42:42,114.101501,22.5711,1
22397,01:43:12,114.103165,22.57225,1
22397,01:43:42,114.10643,22.574318,1
22397,01:44:12,114.111252,22.576418,1
22397,01:44:42,114.115936,22.576384,1
22397,01:45:12,114.118164,22.575684,1
22397,01:45:42,114.116386,22.577551,1
22397,01:46:59,114.111618,22.587217,0
22397,01:47:15,114.111649,22.5872,0
22397,01:47:30,114.111687,22.587233,0
22397,01:47:45,114.111664,22.587233,0
22397,01:47:59,114.111534,22.58725,0
22397,01:48:15,114.110886,22.587767,0
22397,01:48:30,114.11142,22.586733,0
22397,01:48:59,114.113419,22.583799,0
22397,01:49:15,114.114433,22.581617,0
22397,01:49:30,114.11512,22.579451,0
22397,01:49:45,114.116234,22.577482,0
22397,01:49:59,114.117332,22.575483,0
22397,01:50:15,114.117783,22.572849,0
22397,01:50:30,114.117683,22.570566,0
22397,01:50:45,114.117432,22.568632,0
22397,01:51:45,114.114052,22.563334,0
22397,01:51:59,114.114548,22.561501,0
22397,01:52:15,114.114967,22.559917,0
22397,01:52:30,114.115547,22.558067,0
22397,01:52:45,114.115601,22.556583,0
22397,01:52:59,114.115486,22.555218,0
22397,01:53:15,114.115517,22.554983,0
22397,01:53:30,114.115685,22.556784,0
22397,01:53:45,114.115585,22.558434,0
22397,01:53:59,114.11528,22.558617,0
22397,01:54:15,114.115463,22.55785,0
22397,01:54:30,114.115547,22.556749,0
22397,01:54:45,114.115448,22.55505,0
22397,01:54:59,114.115303,22.5541,0
22397,01:55:15,114.115318,22.554083,0
22397,01:55:30,114.115349,22.553499,0
22397,01:55:45,114.116348,22.552217,0
22397,01:55:59,114.117035,22.551283,0
22397,01:56:15,114.116768,22.550682,0
22397,01:56:30,114.116432,22.549683,0
22397,01:56:45,114.1166,22.548517,0
22397,01:56:59,114.11628,22.548183,0
22397,01:57:15,114.116234,22.548183,0
22397,01:57:30,114.116447,22.548166,0
22397,01:57:45,114.116783,22.547117,0
22397,01:57:59,114.116936,22.5467,0
22397,01:58:15,114.116966,22.546383,0
22397,01:58:30,114.117249,22.545317,0
22397,01:59:30,114.118835,22.542549,0
22397,01:59:45,114.118034,22.541767,0
22397,01:59:59,114.117371,22.541283,0
22397,02:00:15,114.117416,22.541433,0
22397,02:00:30,114.117416,22.541134,0
22397,02:00:45,114.117432,22.541033,0
22397,02:00:59,114.117447,22.540951,0
22397,02:01:15,114.117447,22.540951,0
22397,02:01:30,114.11747,22.540968,0
22397,02:01:45,114.117485,22.540916,0
22397,02:01:59,114.117447,22.540899,0
22397,02:02:15,114.117447,22.540899,0
22397,02:02:30,114.11747,22.540882,0
22397,02:02:45,114.117485,22.540899,0
22397,02:03:15,114.1175,22.540684,0
22397,02:03:30,114.117516,22.540701,0
22397,02:03:45,114.117554,22.540567,0
22397,02:03:59,114.117584,22.5404,0
22397,02:04:15,114.117569,22.5403,0
22397,02:04:30,114.117569,22.540318,0
22397,02:04:45,114.117599,22.540268,0
22397,02:04:59,114.117599,22.540216,0
22397,02:05:15,114.117569,22.540382,0
22397,02:05:30,114.117531,22.540733,0
22397,02:05:45,114.11747,22.541267,0
22397,02:06:01,114.117302,22.542282,0
22397,02:06:16,114.117249,22.542549,0
22397,02:14:48,114.117653,22.541567,0
22397,02:15:03,114.117599,22.541817,0
22397,02:16:34,114.117584,22.541967,0
22397,02:16:49,114.117584,22.541918,0
22397,02:17:04,114.117653,22.541651,0
22397,02:17:19,114.117615,22.5417,0
22397,02:17:34,114.117653,22.541683,0
22397,02:17:49,114.117683,22.541683,0
22397,02:18:35,114.119118,22.5424,1
22397,02:19:05,114.119865,22.542183,1
22397,02:19:35,114.119919,22.54225,1
22397,02:20:05,114.118263,22.543383,1
22397,02:20:35,114.118202,22.543283,1
22397,02:21:05,114.117966,22.543716,1
22397,02:21:35,114.117233,22.5462,1
22397,02:22:05,114.11705,22.546967,1
22397,02:22:35,114.117653,22.548283,1
22397,02:23:05,114.12043,22.547632,1
22397,02:23:35,114.122887,22.548532,1
22397,02:24:05,114.122597,22.548866,1
22397,02:24:35,114.122498,22.550449,1
22397,02:25:05,114.122299,22.551582,1
22397,02:25:35,114.122131,22.5527,1
22397,02:26:05,114.122719,22.553249,1
22397,02:26:10,114.122765,22.553368,0
22397,02:26:25,114.12278,22.553432,0
22397,02:26:40,114.122917,22.553534,0
